epoch,train_loss,val_loss,val_accuracy,val_f1_macro
1,1.9476914405822754,1.9526853561401367,0.14285714285714285,0.04395604395604396
2,1.6423143318721227,1.8547740578651428,0.2857142857142857,0.21062271062271062
3,1.274834258215768,1.6972105503082275,0.42857142857142855,0.3852813852813853
4,0.7631683434758868,1.5336082577705383,0.5714285714285714,0.48639455782312924
5,0.4140712193080357,1.580370545387268,0.5714285714285714,0.48639455782312924
6,0.1539706587791443,1.7567220330238342,0.5714285714285714,0.4952380952380952
7,0.06562460586428642,1.8594129085540771,0.5714285714285714,0.4952380952380952
8,0.03840997203120163,1.9010757803916931,0.5,0.4238095238095238
9,0.012015869840979576,1.9154150187969208,0.5,0.4238095238095238
10,0.014724734272541744,1.947407305240631,0.5,0.4238095238095238
11,0.004968257903653596,1.9746378064155579,0.5714285714285714,0.4952380952380952
12,0.008391707237543804,1.9899295270442963,0.5714285714285714,0.48639455782312924
13,0.0049905833688431555,1.9965083003044128,0.5714285714285714,0.48639455782312924
14,0.010062823986767657,2.001971423625946,0.5714285714285714,0.48639455782312924
15,0.0026847831572272946,2.0059728622436523,0.5714285714285714,0.48639455782312924
16,0.004526208154857159,2.023734450340271,0.5714285714285714,0.48639455782312924
17,0.005809740604101015,2.069344937801361,0.5714285714285714,0.48639455782312924
18,0.003801714367000386,2.15840083360672,0.5714285714285714,0.4952380952380952
19,0.003043220295304699,2.238949328660965,0.5714285714285714,0.4952380952380952
20,0.0014274469514410676,2.3012857735157013,0.5714285714285714,0.4952380952380952
21,0.0021731666929554194,2.3395732045173645,0.5714285714285714,0.4952380952380952
22,0.0025919759895519485,2.351546883583069,0.5714285714285714,0.4952380952380952
23,0.005591456472757272,2.3172799944877625,0.5714285714285714,0.4952380952380952
24,0.0020858464704360813,2.2806618213653564,0.5714285714285714,0.4952380952380952
25,0.0013433413717263778,2.253318428993225,0.5714285714285714,0.48639455782312924
26,0.0024246414915458964,2.242968499660492,0.5714285714285714,0.48639455782312924
27,0.0017460715254336329,2.227766662836075,0.5714285714285714,0.48639455782312924
28,0.002250464404434232,2.2136964797973633,0.5714285714285714,0.48639455782312924
29,0.001943335192793581,2.2092263996601105,0.5714285714285714,0.48639455782312924
30,0.0010956488944689877,2.234489321708679,0.5714285714285714,0.4952380952380952
